no,분류,중복,Institution,Title,저자,Year,Pdf Link
1811,Periodical,0,Seoul National University of Science and Technology,Control Signal from EOG Analysis and Its Application,"Myoung Ro Kim, Gilwon Yoon",2013,https://waset.org/publications/17191/control-signal-from-eog-analysis-and-its-application
1812,Abstract,0,Seoul National University of Science and Technology,Determination of Concentrated State Using Multiple EEG Channels,"Tae Jin Choi,Jong Ok Kim,Sang Min Jin,Gilwon Yoon",2014,https://waset.org/pdf/books/?id=13664&pageNumber=90
1813,Periodical,0,Seoul National University of Science and Technology,Determination of the Concentrated State Using Multiple EEG Channels,"Tae Jin Choi, Jong Ok Kim, Sang Min Jin, Gilwon Yoon",2014,https://waset.org/publications/9999102/determination-of-the-concentrated-state-using-multiple-eeg-channels
1814,Abstract,1,Seoul National University of Science and Technology,EEG Signal Processing Methods to Differentiate Mental States,"Sun H. Hwang,Young E. Lee,Yunhan Ga,Gilwon Yoon",2016,https://waset.org/pdf/books/?id=62057&pageNumber=434
1815,Periodical,0,Seoul National University of Science and Technology,EEG Signal Processing Methods to Differentiate Mental States,"Sun H. Hwang,Young E. Lee,Yunhan Ga,Gilwon Yoon",2016,https://waset.org/publications/10006214/eeg-signal-processing-methods-to-differentiate-mental-states
1816,Abstract,1,Seoul National University of Science and Technology,Environmentally Adaptive Acoustic Echo Suppression for Barge-in Speech Recognition,"Jong Han Joo,Jung Hoon Lee,Young Sun Kim,Jae Young Kang,Seung Ho Choi",2015,https://waset.org/pdf/books/?id=17151&pageNumber=539
1817,Periodical,0,Seoul National University of Science and Technology,Environmentally Adaptive Acoustic Echo Suppression for Barge-in Speech Recognition,"Jong Han Joo,Jung Hoon Lee,Young Sun Kim,Jae Young Kang,Seung Ho Choi",2015,https://waset.org/publications/10000346/environmentally-adaptive-acoustic-echo-suppression-for-barge-in-speech-recognition
1818,Abstract,1,Seoul National University of Science and Technology,Event Related Potentials in Terms of Visual and Auditory Stimuli,"Seokbeen Lim,KyeongSeok Sim,DaKyeong Shin,Gilwon Yoon",2016,https://waset.org/pdf/books/?id=62590&pageNumber=438
1819,Periodical,0,Seoul National University of Science and Technology,Event Related Potentials in Terms of Visual and Auditory Stimuli,"Seokbeen Lim,KyeongSeok Sim,DaKyeong Shin,Gilwon Yoon",2016,https://waset.org/publications/10006193/event-related-potentials-in-terms-of-visual-and-auditory-stimuli
1820,Abstract,1,Seoul National University of Science and Technology,Generation of Electro-Encephalography Readiness Potentials by Intention,"Seokbeen Lim,Gilwon Yoon",2018,https://waset.org/pdf/books/?id=88547&pageNumber=696
1821,Periodical,0,Seoul National University of Science and Technology,Generation of Electro-Encephalography Readiness Potentials by Intention,"Seokbeen Lim,Gilwon Yoon",2018,https://waset.org/publications/10008552/generation-of-electro-encephalography-readiness-potentials-by-intention
1822,Periodical,0,Seoul National University of Science and Technology,Image Processing Using Color and Object Information for Wireless Capsule Endoscopy,"Jin-Hee Park, Yong-Gyu Lee, and Gilwon Yoon",2013,https://waset.org/publications/9626/image-processing-using-color-and-object-information-for-wireless-capsule-endoscopy
1823,Abstract,1,Seoul National University of Science and Technology,Intrabody Communication Using Different Ground Configurations in Digital Door Lock,"Daewook Kim,Gilwon Yoon",2014,https://waset.org/pdf/books/?id=12052&pageNumber=59
1824,Periodical,0,Seoul National University of Science and Technology,Intrabody Communication Using Different Ground Configurations in Digital Door Lock,"Daewook Kim,Gilwon Yoon",2014,https://waset.org/publications/9998979/intrabody-communication-using-different-ground-configurations-in-digital-door-lock
1825,Abstract,0,Hankuk University of Foreign Studies,A Collaborative Teaching and Learning Model between Academy and Industry for Multidisciplinary Engineering Education,Moon-Soo Kim,2018,https://waset.org/pdf/books/?id=86272&pageNumber=1541
1826,Abstract,0,Hankuk University of Foreign Studies,Analysis on Thermococcus achaeans with Frequent Pattern Mining,"Jeongyeob Hong,Myeonghoon Park,Taeson Yoon",2017,https://waset.org/pdf/books/?id=30046&pageNumber=648
1827,Periodical,0,Hankuk University of Foreign Studies,Design of High-speed Modified Booth Multipliers Operating at GHz Ranges,Soojin Kim and Kyeongsoon Cho,2010,https://waset.org/publications/11040/design-of-high-speed-modified-booth-multipliers-operating-at-ghz-ranges
1828,Abstract,0,Hankuk University of Foreign Studies,Integer Programming-Based Generation of Difficulty Level for a Racing Game,"Sangchul Kim,Dosaeng Park",2015,https://waset.org/pdf/books/?id=31407&pageNumber=1010
1829,Abstract,0,Hankuk University of Foreign Studies,"The Relationships between Carbon Dioxide (CO2) Emissions, Energy Consumption and GDP for Iran: Time Series Analysis, 1980-2010",Jinhoa Lee,2015,https://waset.org/pdf/books/?id=29296&pageNumber=326
1830,Abstract,0,Hankuk University of Foreign Studies,"The Relationships between Carbon Dioxide (CO2) Emissions, Energy Consumption and GDP for Israel: Time Series Analysis, 1980-2010",Jinhoa Lee,2015,https://waset.org/pdf/books/?id=27618&pageNumber=300
1831,Abstract,0,Hankuk University of Foreign Studies,"The Relationships between Carbon Dioxide (CO2) Emissions, Energy Consumption, and GDP for Turkey: Time Series Analysis, 1980-2010",Jinhoa Lee,2015,https://waset.org/pdf/books/?id=27614&pageNumber=708
1832,Abstract,0,Hankuk University of Foreign Studies,"The Relationships between Energy Consumption, Carbon Dioxide (CO2) Emissions, and GDP for Egypt: Time Series Analysis, 1980-2010",Jinhoa Lee,2015,https://waset.org/pdf/books/?id=29284&pageNumber=325
1833,Abstract,0,Hankuk University of Foreign Studies,"The Relationships between Energy Consumption, Carbon Dioxide (CO2) Emissions, and GDP for Turkey: Time Series Analysis, 1980-2010",Jinhoa Lee,2015,https://waset.org/pdf/books/?id=29270&pageNumber=767
1834,Abstract,0,Hankuk University of Foreign Studies,Toxicity Identification and Evaluation for the Effluent from Seawater Desalination Facility in Korea Using D. magna and V. fischeri,"Sung Jong Lee,Hong Joo Ha,Chun Sang Hong",2016,https://waset.org/pdf/books/?id=53156&pageNumber=1472
1835,Abstract,0,Hankuk University of Foreign Studies,Understanding Ambivalent Behaviors of Social Media Users toward the 'Like' Function: A Social Capital Perspective,"Jung Lee,L. G. Pee",2018,https://waset.org/pdf/books/?id=82437&pageNumber=1184
1836,Abstract,0,Hankuk University of Foreign Studies,Understanding How Posting and Replying Behaviors in Social Media Differentiate the Social Capital Cultivation Capabilities of Users,Jung Lee,2018,https://waset.org/pdf/books/?id=89112&pageNumber=140
1837,Abstract,0,Chungnam National University,Antifungal Susceptibility of Saprolegnia parasitica Isolated from Rainbow Trout and Its Host Pathogen Interaction in Zebrafish Disease Model,"Sangyeop Shin,D. C. M. Kulatunga,S. H. S. Dananjaya,Chamilani Nikapitiya,Jehee Lee,Mahanama De Zoysa",2010,https://waset.org/pdf/books/?id=68984&pageNumber=453
1838,Abstract,0,Chungnam National University,Characteristic of Ta Alloy Coating Films on Near-Net Shape with Different Current Densities Using MARC Process,"Young Jun Lee,Tae Hyuk Lee,Kyoung Tae Park,Jong Hyeon Lee",2015,https://waset.org/pdf/books/?id=32956&pageNumber=665
1839,Abstract,0,Chungnam National University,Comparison of Effect of Promoter and K Addition of Co₃O₄ for N₂O Decomposition Reaction,"R. H. Hwang,J. H. Park,K. B. Yi",2017,https://waset.org/pdf/books/?id=80173&pageNumber=1700
1840,Abstract,0,Chungnam National University,Effects of Magnetization Patterns on Characteristics of Permanent Magnet Linear Synchronous Generator for Wave Energy Converter Applications,"Sung-Won Seo,Jang-Young Choi",2017,https://waset.org/pdf/books/?id=65820&pageNumber=574
1841,Abstract,0,Chungnam National University,Enhanced Energy Powers via Composites of Piezoelectric CH₃NH₃PbI₃ and Flexoelectric Zn-Al:Layered Double Hydroxides (LDH) Nanosheets,"Soon-Gil Yoon,Min-Ju Choi,Sung-Ho Shin,Junghyo Nah,Jin-Seok Choi,Hyun-A Song,Goeun Choi,Jin-Ho Choy",2017,https://waset.org/pdf/books/?id=60228&pageNumber=1193
1842,Abstract,0,Chungnam National University,Fabrication of Pure and Doped MAPbI3 Thin Films by One Step Chemical Vapor Deposition Method for Energy Harvesting Applications,"S. V. N. Pammi,Soon-Gil Yoon",2016,https://waset.org/pdf/books/?id=60232&pageNumber=1194
1843,Periodical,0,Chungnam National University,Indoor Localization by Pattern Matching Method Based On Extended Database,"Gyumin Hwang,Jihong Lee",2014,https://waset.org/publications/9997401/indoor-localization-by-pattern-matching-method-based-on-extended-database
1844,Abstract,1,Chungnam National University,Indoor Localization by Pattern Matching Method Based on Extended Database,"Gyumin Hwang,Jihong Lee",2016,https://waset.org/pdf/books/?id=4353&pageNumber=74
1845,Abstract,0,Chungnam National University,Influence of Causal beliefs on self-management in Korean patients with hypertension,Hyun-E Yeom,2018,https://waset.org/pdf/books/?id=82892&pageNumber=250
1846,Abstract,0,Chungnam National University,Oxidation and Reduction Kinetics of Ni-Based Oxygen Carrier for Chemical Looping Combustion,"J. H. Park,R. H. Hwang,K. B. Yi",2014,https://waset.org/pdf/books/?id=80172&pageNumber=1699
1847,Abstract,0,Chungnam National University,Prospective Study to Determine the Efficacy of Day Hospital Care to Improve Treatment Adherence for Hospitalized Schizophrenic Patients,"Jin Hun Choi,So Hyun Ahn,Seong Keun Wang,Ik-Seung Chee,Jung Lan Kim,Sun Woo Lee",2016,https://waset.org/pdf/books/?id=54839&pageNumber=562
1848,Periodical,0,Chungnam National University,Real-Time Recognition of the Terrain Configuration to Improve Driving Stability for Unmanned Robots,"Bongsoo Jeon,Jayoung Kim,Jihong Lee",2014,https://waset.org/publications/9997390/real-time-recognition-of-the-terrain-configuration-to-improve-driving-stability-for-unmanned-robots
1849,Abstract,1,Chungnam National University,Real-Time Recognition of the Terrain Configuration to Improve Driving Stability for Unmanned Robots,"Bongsoo Jeon,Jayoung Kim,Jihong Lee",2015,https://waset.org/pdf/books/?id=2646&pageNumber=25
1850,Abstract,0,Chungnam National University,Signaling of Leucine-Rich-Repeat Receptor-Like Kinases in Higher Plants,Man-Ho Oh,2017,https://waset.org/pdf/books/?id=76545&pageNumber=1141
1851,Abstract,0,Soonchunhyang Univeristy,A Development of Holonomic Mobile Robot Using Fuzzy Multi-Layered Controller,"Seungwoo Kim,Yeongcheol Cho",2016,https://waset.org/pdf/books/?id=43824&pageNumber=444
1852,Periodical,0,Soonchunhyang Univeristy,A Development of Home Service Robot using Omni-Wheeled Mobility and Task-Based Manipulation,"Hijun Kim, Jungkeun Sung, Seungwoo Kim",2012,https://waset.org/publications/1030/a-development-of-home-service-robot-using-omni-wheeled-mobility-and-task-based-manipulation
1853,Abstract,0,Soonchunhyang Univeristy,A Simple Light-Outcoupling Enhancement Method for Organic Light-Emitting Diodes,Ho-Nyeon Lee,2016,https://waset.org/pdf/books/?id=37501&pageNumber=428
1854,Periodical,0,Soonchunhyang Univeristy,A Study on Fuzzy Adaptive Control of Enteral Feeding Pump,"Seungwoo Kim, Hyojune Chae, Yongrae Jung and Jongwook Kim",2012,https://waset.org/publications/9710/a-study-on-fuzzy-adaptive-control-of-enteral-feeding-pump
1855,Abstract,0,Soonchunhyang Univeristy,"Comparison of the Center of Pressure, Gait Angle, and Gait Time in Female College Students and Elderly Women","Dae-gun Kim,Hyun-joo Kang",2015,https://waset.org/pdf/books/?id=75593&pageNumber=420
1856,Abstract,0,Soonchunhyang Univeristy,Development of Detachable Brake System for Moving Apparatus,"Bong-Keun Jung,Jung-Yeon Kim",2015,https://waset.org/pdf/books/?id=34809&pageNumber=759
1857,Periodical,0,Soonchunhyang Univeristy,Hardware Approach to Solving Password Exposure Problem through Keyboard Sniff,"Kyungroul Lee, Kwangjin Bae, and Kangbin Yim",2009,https://waset.org/publications/4600/hardware-approach-to-solving-password-exposure-problem-through-keyboard-sniff
1858,Abstract,0,Soonchunhyang Univeristy,Increase in Specificity of MicroRNA Detection by RT-qPCR Assay Using a Specific Extension Sequence,"Kyung Jin Kim, Jiwon Kwak, Jae-Hoon Lee, Soo Suk Lee",2017,https://waset.org/pdf/books/?id=66836&pageNumber=1119
1859,Abstract,0,Soonchunhyang Univeristy,Nanoparticles Activated Inflammasome Lead to Airway Hyperresponsiveness and Inflammation in a Mouse Model of Asthma,"Pureun-Haneul Lee,Byeong-Gon Kim,Sun-Hye Lee,An-Soo Jang",2014,https://waset.org/pdf/books/?id=44817&pageNumber=324
1860,Abstract,0,Soonchunhyang Univeristy,Real-Time Quantitative Polymerase Chain Reaction Assay for the Detection of microRNAs Using Bi-Directional Extension Sequences,"Kyung Jin Kim,Jiwon Kwak,Jae-Hoon Lee,Soo Suk Lee",2015,https://waset.org/pdf/books/?id=84518&pageNumber=557
1861,Abstract,0,Soonchunhyang Univeristy,Serum 25-Hydroxyvitamin D Levels in Korean Breast Cancer Patients,"Sung Yong Kim,Byung Joo Song",2015,https://waset.org/pdf/books/?id=16326&pageNumber=210
1862,Abstract,0,Soonchunhyang Univeristy,"The Study of Platelet-Rich Plasma(PRP) on Wounds of OLEFT Rats Using Expression of MMP-2, MMP-9 mRNA",Ho Seong Shin,2016,https://waset.org/pdf/books/?id=39065&pageNumber=854
1863,Periodical,0,Myongji University,A Preliminary Study of Drug Perfusion Enhancement by Microstreaming Induced by an Oscillating Microbubble,"Jin Sun Oh, Kyung Ho Lee, Sang Gug Chung, Kyehan Rhee",2012,https://waset.org/publications/1313/a-preliminary-study-of-drug-perfusion-enhancement-by-microstreaming-induced-by-an-oscillating-microbubble
1864,Abstract,0,Myongji University,Accurate Calculation of the Penetration Depth of a Bullet Using ANSYS,"Eunsu Jang,Kang Park",2018,https://waset.org/pdf/books/?id=37020&pageNumber=1008
1865,Abstract,0,Myongji University,Analysis of Wall Deformation of the Arterial Plaque Models: Effects of Viscoelasticity,"Eun Kyung Kim,Kyehan Rhee",2018,https://waset.org/pdf/books/?id=74538&pageNumber=597
1866,Periodical,0,Myongji University,Architecture Design of the Robots Operability Assessment Simulation Testbed,"Sang Yeong Choi,Woo Sung Park",2016,https://waset.org/publications/10005213/architecture-design-of-the-robots-operability-assessment-simulation-testbed
1867,Abstract,1,Myongji University,Architecture Design of the Robots Operability Assessment Simulation Testbed,"Sang Yeong Choi,Woo Sung Park",2017,https://waset.org/pdf/books/?id=54046&pageNumber=1337
1868,Periodical,0,Myongji University,Computational Analysis of Hemodynamic Effects on Aneurysm Coil Bundle,"Woowon Jeong, Kyehan Rhee",2012,https://waset.org/publications/1214/computational-analysis-of-hemodynamic-effects-on-aneurysm-coil-bundle
1869,Abstract,0,Myongji University,Design of a Remote Radiation Sensing Module Based on Portable Gamma Spectrometer,"Young Gil Kim,Hye Min Park,Chan Jong Park,Koan Sik Joo",2016,https://waset.org/pdf/books/?id=66154&pageNumber=458
1870,Abstract,1,Myongji University,Development of PSS/E Dynamic Model for Controlling Battery Output to Improve Frequency Stability in Power Systems,"Dae-Hee Son,Soon-Ryul Nam",2017,https://waset.org/pdf/books/?id=70548&pageNumber=973
1871,Periodical,0,Myongji University,Development of PSS/E Dynamic Model for Controlling Battery Output to Improve Frequency Stability in Power Systems,"Dae-Hee Son,Soon-Ryul Nam",2017,https://waset.org/publications/10007056/development-of-pss-e-dynamic-model-for-controlling-battery-output-to-improve-frequency-stability-in-power-systems
1872,Abstract,1,Myongji University,Dynamic Modeling of Wind Farms in the Jeju Power System,"Dae-Hee Son,Sang-Hee Kang,Soon-Ryul Nam",2016,https://waset.org/pdf/books/?id=47581&pageNumber=644
1873,Periodical,0,Myongji University,Dynamic Modeling of Wind Farms in the Jeju Power System,"Dae-Hee Son,Sang-Hee Kang,Soon-Ryul Nam",2016,https://waset.org/publications/10004160/dynamic-modeling-of-wind-farms-in-the-jeju-power-system
1874,Periodical,0,Myongji University,Measurement of Steady Streaming from an Oscillating Bubble Using Particle Image Velocimetry,"Yongseok Kwon,Woowon Jeong,Eunjin Cho,Sangkug Chung,Kyehan Rhee",2013,https://waset.org/publications/9996686/measurement-of-steady-streaming-from-an-oscillating-bubble-using-particle-image-velocimetry
1875,Abstract,1,Myongji University,Measurement of Steady Streaming from an Oscillating Bubble Using Particle Image Velocimetry,"Yongseok Kwon,Woowon Jeong,Eunjin Cho,Sangkug Chung,Kyehan Rhee",2014,https://waset.org/pdf/books/?id=1749&pageNumber=11
1876,Abstract,0,Myongji University,Optimizing Stormwater Sampling Design for Estimation of Pollutant Loads,"Raja Umer Sajjad,Chang Hee Lee",2016,https://waset.org/pdf/books/?id=43468&pageNumber=986
1877,Periodical,0,Myongji University,Power Reference Control of Wind Farms Based On  the Operational Limit,"Dae-Hee Son, Seung-Hwa Kang, Sang-Hee Kang, Soon-Ryul Nam",2014,https://waset.org/publications/9997315/power-reference-control-of-wind-farms-based-on-the-operational-limit
1878,Abstract,1,Myongji University,Preliminary Study on Analysis of Pinching Motion Actuated by Electro-Active Polymers,"Doo W. Lee, Soo J. Lee, Bye R. Yoon, Jae Y. Jho, Kyehan Rhee",2014,https://waset.org/pdf/books/?id=5043&pageNumber=92
1879,Periodical,0,Myongji University,Preliminary Study on Analysis of Pinching Motion Actuated by Electro-Active Polymers,"Doo W. Lee, Soo J. Lee, Bye R. Yoon, Jae Y. Jho, Kyehan Rhee",2014,https://waset.org/publications/9998247/preliminary-study-on-analysis-of-pinching-motion-actuated-by-electro-active-polymers
1880,Periodical,0,Kongju National University,A Moving Human-Object Detection for Video Access Monitoring,"Won-Ho Kim, Nuwan Sanjeewa Rajasooriya",2013,https://waset.org/publications/16883/a-moving-human-object-detection-for-video-access-monitoring
1881,Abstract,0,Kongju National University,An Analysis on Gravel of Sand-Gravel Bar at Gneiss or Granite Area of the Upper Hongcheon River in South Korea,"Man Kyu Kim,Hansu Shin",2015,https://waset.org/pdf/books/?id=37457&pageNumber=214
1882,Abstract,0,Kongju National University,Antibacterial and Antioxidant Capacity of Fabric Treated with Purple-Fleshed Sweet Potato Extract,"Kyung Hwa Hong,Eunmi Koh",2017,https://waset.org/pdf/books/?id=61404&pageNumber=835
1883,Abstract,1,Kongju National University,H.263 Based Video Transceiver for Wireless Camera System,Won-Ho Kim,2014,https://waset.org/pdf/books/?id=12951&pageNumber=137
1884,Periodical,0,Kongju National University,H.263 Based Video Transceiver for Wireless Camera System,Won-Ho Kim,2014,https://waset.org/publications/10003986/h.263-based-video-transceiver-for-wireless-camera-system
1885,Abstract,1,Kongju National University,Inhibitory Effects of Ambrosia trifida L. on the Development of Root Hairs and Protein Patterns of Radicles,"Ji-Hyon Kil,Kew-Cheol Shim,Kyoung-Ae Park,Kyoungho Kim",2014,https://waset.org/pdf/books/?id=10284&pageNumber=195
1886,Periodical,0,Kongju National University,Inhibitory Effects of Ambrosia trifida L. on the Development of Root Hairs and Protein Patterns of Radicles,"Ji-Hyon Kil,Kew-Cheol Shim,Kyoung-Ae Park,Kyoungho Kim",2014,https://waset.org/publications/9998615/inhibitory-effects-of-ambrosia-trifida-l.-on-the-development-of-root-hairs-and-protein-patterns-of-radicles
1887,Abstract,1,Kongju National University,Internal Leakage Analysis from Pd to Pc Port Direction in ECV Body Used in External Variable Type A/C Compressor,"M. Iqbal Mahmud,Haeng Muk Cho,Seo Hyun Sang,Wang Wen Hai,Chang Heon Yi,Man Ik Hwang,Dae Hoon Kang",2015,https://waset.org/pdf/books/?id=24562&pageNumber=687
1888,Periodical,0,Kongju National University,Internal Leakage Analysis from Pd to Pc Port Direction in ECV Body Used in External Variable Type A/C Compressor,"M. Iqbal Mahmud,Haeng Muk Cho,Seo Hyun Sang,Wang Wen Hai,Chang Heon Yi,Man Ik Hwang,Dae Hoon Kang",2015,https://waset.org/publications/10000480/internal-leakage-analysis-from-pd-to-pc-port-direction-in-ecv-body-used-in-external-variable-type-a-c-compressor
1889,Periodical,0,Kongju National University,Secondary School Students- Perceptions about Biological Issues in South Korea,"Jung-Hyun Kim, Kew-Cheol Shim, Shin-Cheol Song, Kyoungho Kim, Nam-Il Kim, Jinho Bae, Keum-Hyun So",2012,https://waset.org/publications/10091/secondary-school-students-perceptions-about-biological-issues-in-south-korea
1890,Abstract,1,Kongju National University,Secondary Science Teachers' Views about Purposes of Practical Works in School Science,"Kew-Cheol Shim,Sung-Hwan Moon,Ji-Hyon Kil,Kyoungho Kim",2014,https://waset.org/pdf/books/?id=10717&pageNumber=169
1891,Periodical,0,Kongju National University,Secondary Science Teachers’ Views about Purposes of Practical Works in School Science,"Kew-Cheol Shim, Sung-Hwan Moon, Ji-Hyon Kil, Kyoungho Kim",2014,https://waset.org/publications/9998785/secondary-science-teachers-views-about-purposes-of-practical-works-in-school-science
1892,Abstract,0,Kongju National University,Secure Transmission Scheme in Device-to-Device Multicast Communications,Bangwon Seo,2017,https://waset.org/pdf/books/?id=64163&pageNumber=664
1893,Abstract,0,Kongju National University,Thermal Pre-Treatment of Sewage Sludge in Fluidized Bed for Enhancing Its Solid Fuel Properties,"Sujeeta Karki,Jeeban Poudel,Ja Hyung Choi,Sea Cheon Oh",2013,https://waset.org/pdf/books/?id=85400&pageNumber=71
1894,Periodical,0,Kongju National University,Zigbee Based Wireless Energy Surveillance System for Energy Savings,"Won-Ho Kim, Chang-Ho Hyun, and Moon-Jung Kim",2012,https://waset.org/publications/12728/zigbee-based-wireless-energy-surveillance-system-for-energy-savings
1895,Abstract,0,Korea Polytechnic University,A Base Station Assisted Fast Handover Mechanism for Hierarchical Mobile IPv6,Pyung Soo Kim,2016,https://waset.org/pdf/books/?id=40527&pageNumber=1270
1896,Abstract,0,Korea Polytechnic University,A Computationally Efficient Algorithm for Discrete Time-Varying Finite Memory Filter,Pyung Soo Kim,2017,https://waset.org/pdf/books/?id=64075&pageNumber=565
1897,Abstract,0,Korea Polytechnic University,A Finite Memory Residual Generation Filter for Fault Detection,"Pyung Soo Kim,Eung Hyuk Lee,Mun Suck Jang",2015,https://waset.org/pdf/books/?id=35140&pageNumber=405
1898,Abstract,0,Korea Polytechnic University,A Laser Transmitter Scheme with a Right Angled Mirror,Jaemyoung Lee,2014,https://waset.org/pdf/books/?id=18199&pageNumber=276
1899,Abstract,0,Korea Polytechnic University,A Packet Loss Probability Estimation Filter Using Most Recent Finite Traffic Measurements,"Pyung Soo Kim,Eung Hyuk Lee,Mun Suck Jang",2014,https://waset.org/pdf/books/?id=9519&pageNumber=89
1900,Abstract,0,Korea Polytechnic University,A Reactive Fast Inter-MAP Handover for Hierarchical Mobile IPv6,Pyung Soo Kim,2016,https://waset.org/pdf/books/?id=47084&pageNumber=1453
1901,Abstract,1,Korea Polytechnic University,A System Functions Set-Up through Near Field Communication of a Smartphone,Jaemyoung Lee,2016,https://waset.org/pdf/books/?id=46571&pageNumber=1435
1902,Periodical,0,Korea Polytechnic University,A System Functions Set-Up through Near Field Communication of a Smartphone,Jaemyoung Lee,2016,https://waset.org/publications/10004272/a-system-functions-set-up-through-near-field-communication-of-a-smartphone
1903,Abstract,0,Korea Polytechnic University,A Wide View Scheme for Automobile's Black Box,Jaemyoung Lee,2014,https://waset.org/pdf/books/?id=2582&pageNumber=20
1904,Abstract,0,Korea Polytechnic University,An Indoor Positioning System in Wireless Sensor Networks with Measurement Delay,"Pyung Soo Kim,Eung Hyuk Lee,Mun Suck Jang",2015,https://waset.org/pdf/books/?id=21330&pageNumber=238
1905,Abstract,1,Korea Polytechnic University,Evaluation of Hand Grip Strength and EMG Signal on Visual Reaction,"Sung-Wook Shin,Sung-Taek Chung",2014,https://waset.org/pdf/books/?id=11414&pageNumber=54
1906,Periodical,0,Korea Polytechnic University,Evaluation of Hand Grip Strength and EMG Signal on Visual Reaction,"Sung-Wook Shin,Sung-Taek Chung",2014,https://waset.org/publications/9998875/evaluation-of-hand-grip-strength-and-emg-signal-on-visual-reaction-
1907,Periodical,0,Korea Polytechnic University,Fiber Lens Structure for Large Distance Measurement,Jaemyoung Lee,2013,https://waset.org/publications/5262/fiber-lens-structure-for-large-distance-measurement
1908,Abstract,0,KISTEP,A Research Analysis on the Source Technology and Convergence Types,Kwounghee Choi,2015,https://waset.org/pdf/books/?id=37117&pageNumber=1397
1909,Abstract,0,KISTEP,A Study on the Strategy for Domestic Space Industry Activation,"Hangil Park,Hwayeon Song,Jingyung Sim",2014,https://waset.org/pdf/books/?id=9226&pageNumber=114
1910,Abstract,0,KISTEP,Analysis of Trends in Environmental Health Research Using Topic Modeling,"Hayoung Cho,Gabi Cho",2016,https://waset.org/pdf/books/?id=50780&pageNumber=1405
1911,Periodical,0,KISTEP,Feasibility Analysis Studies on New National R&D Programs in Korea,"Seongmin Yim, Hyun-Kyu Kang",2011,https://waset.org/publications/12670/feasibility-analysis-studies-on-new-national-r-d-programs-in-korea
1912,Abstract,0,KISTEP,Improving Research Collaborations in Medical Device Development in Korea from an SMEs’ Perspective,Yoon Chung Kim,2016,https://waset.org/pdf/books/?id=49482&pageNumber=1616
1913,Abstract,1,KISTEP,Measuring Science and Technology Innovation Capacity in Developing Countries: From a National Innovation System,"Haeng A. Seo,Changseok Oh,Seung Jun Yoo",2016,https://waset.org/pdf/books/?id=54869&pageNumber=2009
1914,Periodical,0,KISTEP,Measuring Science and Technology Innovation Capacity in Developing Countries: From a National Innovation System,"Haeng A. Seo,Changseok Oh,Seung Jun Yoo",2016,https://waset.org/publications/10005606/measuring-science-and-technology-innovation-capacity-in-developing-countries-from-a-national-innovation-system
1915,Abstract,0,KISTEP,Ripple Effect Analysis of Government Investment for Research and Development by the Artificial Neural Networks,Hwayeon Song,2016,https://waset.org/pdf/books/?id=51389&pageNumber=1147
1916,Abstract,0,KISTEP,The Application of Creative Economy in National R&D Programs of Health Technology (HT) Area in Korea,Hong Bum Kim,2014,https://waset.org/pdf/books/?id=15108&pageNumber=505
1917,Abstract,0,KISTEP,The Determinants and Effects of R&D Outsourcing in Korean Manufacturing Firm,"Sangyun Han,Minki Kim",2014,https://waset.org/pdf/books/?id=16710&pageNumber=563
1918,Abstract,0,KISTEP,The Effects of Governmental Regulation on Technological Innovation in Korean Firms,"SeungKu Ahn,Sewon Lee",2017,https://waset.org/pdf/books/?id=75650&pageNumber=2483
1919,Periodical,0,Hongik University,3D Face Modeling based on 3D Dense Morphable Face Shape Model,"Yongsuk Jang Kim,Sun-Tae Chung,Boogyun Kim,Seongwon Cho",2016,https://waset.org/publications/1290/3d-face-modeling-based-on-3d-dense-morphable-face-shape-model
1920,Abstract,0,Hongik University,A Study on Energy-Saving Modular Housing Units Considering Environmental and Aesthetic Aspects,"Jae Hee Chung,Tae Uk Kang,Byung Seo Kim",2017,https://waset.org/pdf/books/?id=71272&pageNumber=1481
1921,Periodical,0,Hongik University,A Study on Roles of the Community Design in Crime Prevention: Focusing on Project called Root out Crime by Design in South Korea,"Miyoun Won, and Youngkyung Choi",2012,https://waset.org/publications/3718/a-study-on-roles-of-the-community-design-in-crime-prevention-focusing-on-project-called-root-out-crime-by-design-in-south-korea
1922,Periodical,0,Hongik University,An Improved Illumination Normalization based on Anisotropic Smoothing for Face Recognition,"Sanghoon Kim,Sun-Tae Chung,Souhwan Jung,Seongwon Cho",2016,https://waset.org/publications/3973/an-improved-illumination-normalization-based-on-anisotropic-smoothing-for-face-recognition
1923,Periodical,0,Hongik University,Analysis on the Game-Playing Tendency of SNGs (Social Network Games) users by Gender,"Jooyeon Yook , Wonjun Ko",2012,https://waset.org/publications/9607/analysis-on-the-game-playing-tendency-of-sngs-social-network-games-users-by-gender
1924,Abstract,0,Hongik University,Classifying Blog Texts Based on the Psycholinguistic Features of the Texts,Hyung Jun Ahn,2017,https://waset.org/pdf/books/?id=63660&pageNumber=1817
1925,Abstract,0,Hongik University,Measurements of Recovery Stress and Recovery Strain of Ni-Based Shape Memory Alloys,W. J. Kim,2017,https://waset.org/pdf/books/?id=69337&pageNumber=1329
